WORDNO,WORD
9156,"užmušti"
9157,","
9158,"išlojoti"
9159,","
9160,"apkalbėti"
9161,"etc."
9162,"arba"
9163,"vėl"
9164,"apleidime"
9165,"gero"
9166,"daikto"
9167,"kad"
9168,"kas"
9169,"užmiršta"
9170,"Viešpaties"
9171,"Dievo"
9172,"ant"
9173,"viso"
9174,"mylėti"
9175,","
9176,"alkintis"
9177,","
9178,"melstis"
9179,","
9180,"etc."
9181,"tarp"
9182,"tų"
9183,"tad"
9184,"dviejų"
9185,"būdų"
9186,"nuodėmių"
9187,","
9188,"vienas"
9189,"užguli"
9190,"daryme"
9191,"-"
9192,"kuris"
9193,"jog"
9194,"yra"
9195,"artimesnis"
9196,"nuomonių"
9197,"mūsų"
9198,"yra"
9199,"pigesnis"
9200,"."
9201,"pasnykauti"
9202,"."
9203,"čvičijime"
9204,"."
9205,"pajautimų"
9206,"."
9207,"bat"
9208,"kitas"
9209,"kuris"
9210,"užguli"
9211,"atmetime"
9212,","
9213,"yra"
9214,"vargus"
9215,","
9216,"todrin"
9217,","
9218,"jog"
9219,"tai"
9220,"ko"
9221,"neregime"
9222,","
9223,"vargiai"
9224,"pažinti"
9225,"turime"
9226,"."
9227,"todrinag"
9228,"ne"
9229,"reikia"
9230,"stebėtis"
9231,","
9232,"jog"
9233,"nekurios"
9234,"personos"
9235,"nobažnos"
9236,"ne"
9237,"randa"
9238,"nuodėmių"
9239,","
9240,"ižgi"
9241,"kurių"
9242,"turėtų"
9243,"duotis"
9244,"kaltos"
9245,","
9246,"kadangi"
9247,"tokie"
9248,"iš"
9249,"malonės"
9250,"Dievo"
9251,"tokiosna"
9252,"nuodėmėsna"
9253,"prasiradimo"
9254,"kurias"
9255,"pasakėme"
9256,"ne"
9257,"įpuldinėja"
9258,"."
9259,"o"
9260,"tų"
9261,"vėl"
9262,"kitų"
9263,"ne"
9264,"pažįsta"
9265,"-"
9266,"ir"
9267,"iš"
9268,"to"
9269,"išeiti"
9270,","
9271,"jog"
9272,"ne"
9273,"turi"
9274,","
9275,"iš"
9276,"ko"
9277,"turėtųsi"
9278,"kaltais"
9279,"duotis"
9280,","
9281,"ir"
9282,"todrin"
9283,"labai"
9284,"sielojasi"
9285,"."
9286,"ant"
9287,"išvaistėjimo"
9288,"tad"
9289,"to"
9290,"pikto"
9291,","
9292,"te"
9293,"esi"
9294,"tas"
9295,"mokslas"
9296,"."
9297,"pirmiausia"
9298,"privalu"
9299,"žinoti"
9300,","
9301,"jog"
9302,"tokios"
9303,"nuodėmės"
9304,"gali"
9305,"būti"
9306,"arba"
9307,"prieš"
9308,"Dievą"
9309,","
9310,"arba"
9311,"prieš"
9312,"mus"
9313,"pačius"
9314,","
9315,"arba"
9316,"prieš"
9317,"artimą"
9318,"-"
9319,"todrinag"
9320,"šitą"
9321,"mokslą"
9322,"išskirstysime"
9323,"į"
9324,"gi"
9325,"tris"
9326,"dalis"
9327,","
9328,"kuriose"
9329,"bylosis"
9330,"apie"
9331,"tuos"
9332,"tris"
9333,"būdus"
9334,"neatbojimo"
9335,","
9336,"tarp"
9337,"kurių"
9338,"daug"
9339,"vos"
9340,"bus"
9341,"nuodėmėmis"
9342,"atleistinomis"
9343,"-"
9344,"rūpinasi"
9345,"."
9346,"išgydymo"
9347,"."
9348,"vienokig"
9349,"visados"
9350,"ne"
9351,"pritekimas"
9352,","
9353,"ir"
9354,"pražengimas"
9355,"koksai"
9356,"-"
9357,"o"
9358,"kartais"
9359,"gali"
9360,"būti"
9361,"nuodėmė"
9362,"atleistina"
9363,"."
9364,"todrinag"
9365,"šitie"
9366,"kurie"
9367,"eiti"
9368,"tobulumopi"
9369,","
9370,"ne"
9371,"turi"
9372,"jų"
9373,"kaip"
9374,"nor"
9375,"pigai"
9376,"apleisti"
9377,"."
9378,"norint"
9379,"ne"
9380,"reikalingas"
9381,"esti"
9382,"daiktas"
9383,","
9384,"idant"
9385,"dažnai"
9386,"turėtųsi"
9387,"tai"
9388,"daryti"
9389,"."
9390,"gali"
9391,"būti"
9392,"kadangi"
9393,","
9394,"o"
9395,"daugiau"
9396,"ant"
9397,"švenčių"
9398,"kurios"
9399,"metuose"
9400,"kartą"
9401,"esti"
9402,"idant"
9403,"ne"
9404,"nubostumbime,nubostumėme"
9405,"drin"
9406,"prailginimo"
9407,"kunigams"
9408,"-"
9409,"ir"
9410,"kitad"
9411,","
9412,"gali"
9413,"kiekvienas"
9414,"ne"
9415,"išsiilgtumbime,išsiilgtumėme"
9416,"."
9417,"imti"
9418,"tatai"
9419,"kas"
9420,"jam"
9421,"regėsis"
9422,","
9423,"arba"
9424,"daugiau"
9425,"palengvinimopi"
9426,"sielos"
9427,"būtų"
9428,"privalų"
9429,"."
9430,"mokslas"
9431,"išpažinimo"
9432,"."
9433,"atbylojęs"
9434,"išpažinimą"
9435,"visadienį"
9436,"kuris"
9437,"taip"
9438,"turisi"
9439,"."
9440,"aš"
9441,"griešnas"
9442,"išpažįstu"
9443,"Viešpačiui"
9444,"Dievui"
9445,"visogalinčiam"
9446,","
9447,"ir"
9448,"švenčiausiai"
9449,"mergai"
9450,"Marijai"
9451,","
9452,"visiems"
9453,"šventiems"
9454,","
9455,"ir"
9456,"tau"
9457,"tėve"
9458,"dvasiškas"
9459,","
9460,"manų"
9461,"visų"
9462,"nuodėmių"
9463,","
9464,"jog"
9465,"aš"
9466,","
9467,"prieš"
9468,"prisakymą"
9469,"Dievo"
9470,"mano"
9471,","
9472,"nusidėjau"
9473,","
9474,"širdimi"
9475,","
9476,"žodžiu"
9477,","
9478,"ir"
9479,"darbais"
9480,","
9481,"kurių"
9482,"dasileidžiau"
9483,"nuo"
9484,"gi"
9485,"paskutinio"
9486,"išpažinimo"
9487,","
9488,"ik"
9489,"šiam"
9490,"metui"
9491,"¶"
9492,"pirm"
9493,"neg"
9494,"pradės"
9495,"sakyti"
9496,"nuodėmes"
9497,"savas"
9498,","
9499,"turi"
9500,"duotis"
9501,"kaltas"
9502,"ižgi"
9503,"tų"
9504,"keturių"
9505,"daiktų"
9506,"."
9507,"spaviedies"
9508,"."
9509,"nuodėmėtas"
9510,"."
9511,"1"
9512,"-"
9513,"pirmas"
9514,","
9515,"jog"
9516,"ne"
9517,"priėjo"
9518,"topi"
9519,"sakramentopi"
9520,","
9521,"su"
9522,"tokiu"
9523,"prisigatavymu"
9524,","
9525,"nei"
9526,"vėl"
9527,"padarė"
9528,"tokio"
9529,"pasirgėjimo"
9530,"perrinkinėjime"
9531,"sielos"
9532,"savos"
9533,","
9534,"kaip"
9535,"buvo"
9536,","
9537,"kaltas"
9538,"."
9539,"2"
9540,"antras"
9541,","
9542,"jog"
9543,"ne"
9544,"turi"
9545,"tokio"
9546,"gailėjimo"
9547,","
9548,"ir"
9549,"graudumo"
9550,"už"
9551,"nuodėmes"
9552,"savas"
9553,","
9554,"nei"
9555,"taip"
9556,"tikro"
9557,","
9558,"ir"
9559,"stipro"
9560,"pastatymo"
9561,"sergėtis"
9562,"jų"
9563,"paskui"
9564,"to"
9565,"."
9566,"3"
9567,"-"
9568,"jog"
9569,"švenčiausiopi"
9570,"ir"
9571,"saldžiausiopi"
9572,"sakramentopi"
9573,"kūno"
9574,"ir"
9575,"kraujo"
9576,"Viešpaties"
9577,"mūsų"
9578,"ne"
9579,"priėjo"
9580,"su"
9581,"tokiu"
9582,"čystumu"
9583,"kaip"
9584,"buvo"
9585,"daiktas"
9586,"priderąs"
9587,"."
9588,"o"
9589,"priėmęs"
9590,"vėl"
9591,","
9592,"jog"
9593,"ne"
9594,"buvo"
9595,"taip"
9596,"sargus"
9597,","
9598,"ir"
9599,"taip"
9600,"meilingas"
9601,"ant"
9602,"priėmimo"
9603,","
9604,"taip"
9605,"didžio"
9606,"svečio"
9607,","
9608,"idant"
9609,"ant"
9610,"to"
9611,"taip"
9612,"būtų"
9613,"pasizopostijęs"
9614,","
9615,"iš"
9616,"visos"
9617,"galybės"
9618,"savos"
9619,"."
9620,"pazopostijimu"
9621,"."
9622,"4"
9623,"-"
9624,"jog"
9625,"ne"
9626,"padarė"
9627,"to"
9628,"pasirgėjimo"
9629,"pataisyme"
9630,"gyvatos"
9631,"savos"
9632,","
9633,"idant"
9634,"kiekdienos"
9635,"žygį"
9636,"kokį"
9637,"padarytų"
9638,"liaupsinime"
9639,"Viešpaties"
9640,"Dievo"
9641,"savo"
9642,"-"
9643,"bet"
9644,"labiausiai"
9645,"jog"
9646,"užsiliko"
9647,"tame"
9648,"gi"
9649,"užvėsime"
9650,","
9651,"ir"
9652,"neatbojime"
9653,","
9654,"kurį"
9655,"turėjo"
9656,"iš"
9657,"pradžios"
9658,","
9659,"ir"
9660,"dabar"
9661,"topi"
9662,"atpenč"
9663,"sugrįžo"
9664,"."
9665,"¶"
9666,"atateisęs"
9667,"tatai"
9668,","
9669,"tesiduodi"
9670,"kaltas"
9671,"šita"
9672,"eile"
9673,","
9674,"arba"
9675,"tuo"
9676,"būdu"
9677,"."
9678,"kas"
9679,"užguli"
9680,"Viešpatiespi"
9681,"Dievopi"
9682,"."
9683,"visiems"
9684,"mums"
9685,"dera"
9686,"turėti"
9687,"Viešpatiespi"
9688,"Dievopi"
9689,"tris"
9690,"gamtas"
9691,"."
9692,"tikėjimą"
9693,","
9694,"paduksį"
9695,","
9696,"ir"
9697,"meilę"
9698,"."
9699,"ižgi"
9700,"kiekvienos"
9701,"tad"
9702,"ypačiai"
9703,"gali"
9704,"duotis"
9705,"kaltas"
9706,"tuo"
9707,"būdu"
9708,"."
9709,"1"
9710,"-"
9711,"ižgi"
9712,"meilės"
9713,"-"
9714,"jog"
9715,"ne"
9716,"mylėjo"
9717,"žingslį"
9718,"."
9719,"užšalime"
9720,"."
9721,"cnatas"
9722,"."
9723,"Viešpaties"
9724,"Dievo"
9725,"savo"
9726,","
9727,"iš"
9728,"visos"
9729,"dūšios"
9730,"savos"
9731,","
9732,"kaip"
9733,"jį"
9734,"priderėjo"
9735,"-"
9736,"ir"
9737,"dabar"
9738,"jog"
9739,"tą"
9740,"meilę"
9741,"apgręžė"
9742,"per"
9743,"prabangą"
9744,"sutvėrimopi"
9745,","
9746,"ir"
9747,"niekaniekiumpi"
9748,"to"
9749,"pasaulio"
9750,","
9751,"užmiršęs"
9752,"sutvėrėjį"
9753,"savą"
9754,"."
9755,"2"
9756,"-"
9757,"iš"
9758,","
9759,"tikėjimo"
9760,","
9761,"jog"
9762,"ne"
9763,"turėjo"
9764,"taip"
9765,"stipro"
9766,"tikėjimo"
9767,","
9768,"kaip"
9769,"dera"
9770,"-"
9771,"o"
9772,"jei"
9773,"ne"
9774,"sergėjosi"
9775,"tų"
9776,"pagundų"
9777,","
9778,"ir"
9779,"dūmojimų"
9780,","
9781,"kuriuos"
9782,"jam"
9783,"priesakis"
9784,"dūšios"
9785,"aplink"
9786,"tatai"
9787,"įmetinėjo"
9788,"."
9789,"3"
9790,"-"
9791,"iš"
9792,"paduksio"
9793,","
9794,"jei"
9795,"varguose"
9796,","
9797,"sielvartuose"
9798,","
9799,"arba"
9800,"reikaluose"
9801,","
9802,"kurie"
9803,"ant"
9804,"jo"
9805,"pripuolė"
9806,","
9807,"negeidė"
9808,"pagalbos"
9809,"nuo"
9810,"gi"
9811,"Viešpaties"
9812,"Dievo"
9813,"savo"
9814,","
9815,"su"
9816,"tikru"
9817,","
9818,"ir"
9819,"stipriu"
9820,"kaip"
9821,"priderėjo"
9822,"."
9823,"arba"
9824,"jei"
9825,"nupuolė"
9826,"su"
9827,"širdimi"
9828,","
9829,"ir"
9830,"prabingusiai"
9831,"apie"
9832,"tatai"
9833,"apmaudavo"
9834,"priešininkas"
9835,"."
9836,"apmauduose"
9837,"."
9838,"sielojosi"
9839,"."
9840,"-"
9841,"nesa"
9842,"tatai"
9843,"ižgi"
9844,"silpno"
9845,","
9846,"ir"
9847,"ne"
9848,"stipro"
9849,"duksėjimo"
9850,"išeiti"
9851,"4"
9852,"-"
9853,"iš"
9854,"pažinios"
9855,"širdies"
9856,"savos"
9857,","
9858,"jog"
9859,"jos"
9860,"ne"
9861,"sergėjo"
9862,"-"
9863,"veikaluose"
9864,","
9865,"kurie"
9866,"užgulėjo"
9867,"liaupsėspi"
9868,"Dievo"
9869,","
9870,"tai"
9871,"yra"
9872,"-"
9873,"jog"
9874,"jų"
9875,"ne"
9876,"darė"
9877,"su"
9878,"tokiu"
9879,"čystumu"
9880,"viduryjęju"
9881,","
9882,"drin"
9883,"paties"
9884,"Dievo"
9885,","
9886,"kaip"
9887,"buvo"
9888,"kaltas"
9889,"-"
9890,"bet"
9891,"kita"
9892,"drin"
9893,"papročio"
9894,","
9895,"kita"
9896,"vėl"
9897,","
9898,"drin"
9899,"to"
9900,","
9901,"jog"
9902,"tuo"
9903,"metu"
9904,"nobažnumas"
9905,"po"
9906,"jo"
9907,"norui"
9908,"buvo"
9909,","
9910,"arba"
9911,"drin"
9912,"kito"
9913,"kokio"
9914,"atžvilgio"
9915,"savo"
9916,"."
9917,"5"
9918,"-"
9919,"tesiduodi"
9920,"vėl"
9921,"kaltas"
9922,"jog"
9923,"buvo"
9924,"labai"
9925,"tinginčiu"
9926,","
9927,"ir"
9928,"neatbojančiu"
9929,"ant"
9930,"priėmimo"
9931,"ir"
9932,"išpildymo"
9933,"viduryjęjo"
9934,"įkvėpimo"
9935,","
9936,"ir"
9937,"įšlėkimo"
9938,"dvasios"
9939,"Dievo"
9940,","
9941,"stembdamas"
9942,"tūlu"
9943,"kartu"
9944,"prieš"
9945,"dvasią"
9946,"šventų"
9947,","
9948,"idant"
9949,"savęs"
9950,"ne"
9951,"pažeistų"
9952,","
9953,"tikėjimosi"
9954,"."
9955,"darbuose"
9956,"."
9957,"pajunkimo"
9958,"."
9959,"pasidavęs"
9960,"į"
9961,"gi"
9962,"kokį"
9963,"truputį"
9964,"vargo"
9965,","
9966,"o"
9967,"tas"
9968,"toksai"
9969,"pražengimas"
9970,","
9971,"yra"
9972,"labai"
9973,"dvasiškas"
9974,","
9975,"ir"
9976,"subtilnas"
9977,","
9978,"ir"
9979,"pridengtas"
9980,","
9981,"ir"
9982,"vertas"
9983,","
9984,"idant"
9985,"jo"
9986,"visados"
9987,"sakytųsi"
9988,"."
9989,"6"
9990,"-"
9991,"jog"
9992,"ne"
9993,"buvo"
9994,"taip"
9995,"meiliu"
9996,"už"
9997,"gerybes"
9998,"Dievo"
9999,"mieliausio"
10000,","
10001,"kaip"
10002,"priderėjo"
10003,","
10004,"ne"
10005,"dėkavodamas"
10006,"visados"
10007,","
10008,"nei"
10009,"tos"
10010,"naudos"
10011,"iš"
10012,"jų"
10013,"įgydamas"
10014,","
10015,"idant"
10016,"tuo"
10017,"daugiau"
10018,"mylėtų"
10019,","
10020,"ir"
10021,"geriau"
10022,"tarnautų"
10023,"viso"
10024,"gero"
10025,"davėjui"
10026,"."
10027,"7"
10028,"-"
10029,"te"
10030,"skundiesi"
10031,"graudžiai"
10032,","
10033,"jog"
10034,"dažnai"
10035,","
10036,"ir"
10037,"tankiai"
10038,"užmiršo"
10039,"Viešpatį"
10040,"Dievą"
10041,"savą"
10042,","
10043,"turėdamas"
10044,"jį"
10045,"iššauktą"
10046,","
10047,"ir"
10048,"ištremtą"
10049,"iš"
10050,"širdies"
10051,"savos"
10052,","
10053,"kadangi"
10054,"jį"
10055,"turėjo"
10056,"turėti"
10057,"visados"
10058,"po"
10059,"akimi"
10060,"savo"
10061,"."
10062,"8"
10063,"-"
10064,"jog"
10065,"ne"
10066,"buvo"
10067,"kantrus"
10068,"mandagus"
10069,"."
10070,"spaviedotųsi"
10071,"."
10072,"gerodarymus"
10073,"."
10074,"priepuoliuose"
10075,","
10076,"arba"
10077,"jei"
10078,"vėl"
10079,"ne"
10080,"turėjo"
10081,"kantrumo"
10082,"priespaudose"
10083,","
10084,"arba"
10085,"rūpesčiuose"
10086,","
10087,"kuriuos"
10088,"jam"
10089,"Viešpatis"
10090,"atsiuntė"
10091,"-"
10092,"ir"
10093,"jog"
10094,"vėl"
10095,"jų"
10096,"ne"
10097,"pažino"
10098,"esančių"
10099,","
10100,"ižgi"
10101,"rankų"
10102,"jo"
10103,"duotų"
10104,","
10105,"geresniopi"
10106,"savo"
10107,"-"
10108,"nei"
10109,"jam"
10110,"dėkavojo"
10111,"už"
10112,"juos"
10113,","
10114,"kaip"
10115,"buvo"
10116,"kaltas"
10117,"."
10118,"tai"
10119,"gali"
10120,"plačiau"
10121,"pasisakyti"
10122,"jei"
10123,"ką"
10124,"siela"
10125,"tokio"
10126,"jaustų"
10127,"."
10128,"9"
10129,"-"
10130,"topi"
10131,"dabar"
10132,"tesiduodi"
10133,"kaltas"
10134,","
10135,"jog"
10136,"prie"
10137,"gi"
10138,"mišei"
10139,"švenčiausiai"
10140,","
10141,"ir"
10142,"prie"
10143,"gi"
10144,"kitų"
10145,"veikalų"
10146,"bažnyčios"
10147,","
10148,"ant"
10149,"vietos"
10150,"teipajeg"
10151,"šventos"
10152,","
10153,"tenai"
10154,"ypačiai"
10155,","
10156,"kur"
10157,"esant"
10158,"švenčiausiam"
10159,"sakramentui"
10160,","
10161,"ne"
10162,"turėjosi"
10163,"taip"
10164,"viežlyvai"
10165,","
10166,"ir"
10167,"nobažnai"
10168,","
10169,"kaip"
10170,"priderąs"
10171,"ir"
10172,"vertas"
10173,"buvo"
10174,"daiktas"
10175,"."
10176,"priežinė"
10177,"kas"
10178,"užguli"
10179,"savęspi"
10180,"patiespi"
10181,"."
10182,"žmogus"
10183,"visoks"
10184,","
10185,"yra"
10186,"iš"
10187,"tūlų"
10188,"dalių"
10189,"sudėtas"
10190,"-"
10191,"’"
10192,"turi"
10193,"pirmiausiai"
10194,"kūną"
10195,"su"
10196,"visais"
10197,"pajautimais"
10198,"-"
10199,"dūšią"
10200,"su"
10201,"visomis"
10202,"sylomis"
10203,","
10204,"ir"
10205,"geiduliais"
10206,"."
10207,"turi"
10208,"vėl"
10209,"dabar"
10210,"ir"
10211,"dvasią"
10212,","
10213,"su"
10214,"visomis"
10215,"sylomis"
10216,"savomis"
10217,","
10218,"kurios"
10219,"yra"
10220,"-"
10221,"išmintis"
10222,","
10223,"atminimas"
10224,","
10225,"ir"
10226,"valia"
10227,"-"
10228,"o"
10229,"taip"
10230,"gali"
10231,"nusidėti"
10232,"prieš"
10233,"rikią"
10234,","
10235,"kurią"
10236,"kiekviename"
10237,"ypačiai"
10238,"ir"
10239,"skyriumi"
10240,","
10241,"ižgi"
10242,"tų"
10243,"daiktų"
10244,"saugoti"
10245,"ir"
10246,"laikyti"
10247,"turėjo"
10248,"."
10249,"1"
10250,"-"
10251,"te"
10252,"pasisakai"
10253,"jog"
10254,"su"
10255,"tikruoju"
10256,"savu"
10257,"kūnu"
10258,"ne"
10259,"užsilaikė"
10260,"su"
10261,"šitokia"
10262,"grausme"
10263,"ir"
10264,"smarkumu"
10265,","
10266,"kaip"
10267,"priderėjo"
10268,","
10269,"kaip"
10270,"valgyme"
10271,","
10272,"gėrime"
10273,"rūbuose"
10274,","
10275,"miege"
10276,","
10277,"kaip"
10278,"vėl"
10279,"visuose"
10280,"kituose"
10281,"daiktuose"
10282,","
10283,"ir"
10284,"nuomaniomis"
10285,"surystėje"
10286,"-"
10287,"ėdesyje"
10288,"labiau"
10289,"jog"
10290,"buvo"
10291,"prašmatu"
10292,"susimilstančiu"
10293,","
10294,"ir"
10295,"pažvilusiu"
10296,","
10297,"ir"
10298,"didžiu"
10299,"gentimi"
10300,"savęs"
10301,"paties"
10302,"."
10303,"2"
10304,"-"
10305,"jog"
10306,"vėl"
10307,"geros"
10308,"sargybės"
10309,"ne"
10310,"turėjo"
10311,","
10312,"ant"
10313,"pajautimų"
10314,"savų"
10315,","
10316,"bet"
10317,"dabar"
10318,"ne"
10319,"grėsė"
10320,"jų"
10321,"bėginėjančių"
10322,","
10323,"ir"
10324,"arkančius"
10325,"kur"
10326,"norint"
10327,"po"
10328,"savai"
10329,"valiai"
10330,"."
10331,"taip"
10332,"girdėdamas"
10333,","
10334,"veizdėdamas"
10335,","
10336,"bylodamas"
10337,","
10338,"dūmodamas"
10339,","
10340,"daug"
10341,"daiktų"
10342,"tuščių"
10343,","
10344,"kurie"
10345,"paskui"
10346,"to"
10347,"esti"
10348,"didžiu"
10349,"pertraukimu"
10350,"širdies"
10351,"nobažnystėje"
10352,","
10353,"ir"
10354,"pilnybėje"
10355,","
10356,"kuris"
10357,"turi"
10358,"būti"
10359,"maldoje"
10360,"."
10361,"3"
10362,"-"
10363,"jog"
10364,"ne"
10365,"rūpinosi"
10366,"idant"
10367,"marintų"
10368,"visados"
10369,"savus"
10370,"pajautinimus"
10371,","
10372,"ir"
10373,"ik"
10374,"pabangai"
10375,"savą"
10376,"valią"
10377,"gaišintų"
10378,"kaip"
10379,"buvo"
10380,"kaltas"
10381,"-"
10382,"bet"
10383,"greičiau"
10384,"sekiojo"
10385,"ją"
10386,"visame"
10387,"."
10388,"4"
10389,"-"
10390,"jog"
10391,"vėl"
10392,"ne"
10393,"žeminosi"
10394,"ant"
10395,"širdies"
10396,"viršutiniuose"
10397,"veikaluose"
10398,","
10399,"pasižindamas"
10400,"esąs"
10401,"taip"
10402,"niekam"
10403,"nederančiu"
10404,","
10405,"ir"
10406,"mizernu"
10407,","
10408,"kaip"
10409,"tiesa"
10410,"yra"
10411,"-"
10412,"ne"
10413,"elgdamas"
10414,"vėl"
10415,"su"
10416,"savimi"
10417,","
10418,"kaip"
10419,"su"
10420,"tokiu"
10421,"pridera"
10422,"."
10423,"5"
10424,"ant"
10425,"galo"
10426,","
10427,"jog"
10428,"buvo"
10429,"užšalęs"
10430,","
10431,"ir"
10432,"labai"
10433,"tingus"
10434,"maldoje"
10435,","
10436,"dažnai"
10437,"drin"
10438,"kokios"
10439,"nor"
10440,"pagautos"
10441,"priežastis"
10442,","
10443,"jog"
10444,"vėl"
10445,"joje"
10446,"nesilaikė"
10447,"su"
10448,"kokiu"
10449,"nobažnumu"
10450,","
10451,"ir"
10452,"pilnumu"
10453,"kaip"
10454,"priderėjo"
10455,"."
10456,"kas"
10457,"užguli"
10458,"artimopi"
10459,"."
10460,"1"
10461,"-"
10462,"tegul"
10463,"te"
10464,"duodiesi"
10465,"kaltas"
10466,"jog"
10467,"ne"
10468,"mylėjo"
10469,"artimų"
10470,"savų"
10471,"taip"
10472,","
10473,"kaipo"
10474,"pats"
10475,"norėtųsi"
10476,"idant"
10477,"jį"
10478,"mylėtų"
10479,","
10480,"pagalei"
10481,"prisakymą"
10482,"Dievo"
10483,"."
10484,"2"
10485,"-"
10486,"jog"
10487,"jiems"
10488,"ne"
10489,"davė"
10490,"pagalbos"
10491,"visokiuose"
10492,"jų"
10493,"reikaluose"
10494,","
10495,"su"
10496,"tokiu"
10497,"noru"
10498,","
10499,"su"
10500,"kokiu"
10501,"buvo"
10502,"kaltas"
10503,"ir"
10504,"galėjo"
10505,"."
10506,"3"
10507,"-"
10508,"jog"
10509,"ne"
10510,"turėjo"
10511,"susimylimo"
10512,"ant"
10513,"jų"
10514,"grynumo"
10515,","
10516,"ir"
10517,"nemeldė"
10518,"Viešpaties"
10519,"Dievo"
10520,"už"
10521,"juos"
10522,"-"
10523,"priespaudas"
10524,","
10525,"ir"
10526,"vargus"
10527,"visokius"
10528,"bažnyčios"
10529,"visur"
10530,"esančios"
10531,"kaip"
10532,"yra"
10533,"karėje"
10534,","
10535,"erezijos"
10536,","
10537,"ir"
10538,"kita"
10539,"-"
10540,"nei"
10541,"jų"
10542,"Viešpatį"
10543,"pilnai"
10544,"padavinėjo"
10545,","
10546,"kaip"
10547,"galėjo"
10548,","
10549,"ir"
10550,"buvo"
10551,"kaltas"
10552,"."
10553,"4"
10554,"-"
10555,"šitie"
10556,"kurie"
10557,"turi"
10558,"vyresnius"
10559,"ant"
10560,"savęs"
10561,"paskirtus"
10562,","
10563,"jog"
10564,"jiems"
10565,"ne"
10566,"buvo"
10567,"paklusnūs"
10568,","
10569,"ir"
10570,"pagerbimo"
10571,"prieinančio"
10572,"jiems"
10573,"ne"
10574,"darė"
10575,"."
10576,"o"
10577,"šie"
10578,"vėl"
10579,","
10580,"kurie"
10581,"turi"
10582,"tarnus"
10583,","
10584,"vaikelius"
10585,","
10586,"arba"
10587,"kaimynus"
10588,","
10589,"jog"
10590,"jų"
10591,"ne"
10592,"mokė"
10593,","
10594,"ne"
10595,"plakė"
10596,","
10597,"ne"
10598,"barė"
10599,","
10600,"ne"
10601,"kuopė"
10602,"visame"
10603,","
10604,"kaip"
10605,"buvo"
10606,"ubagystės"
10607,"."
10608,"reikią"
10609,"-"
10610,"ir"
10611,"jog"
10612,"vėl"
10613,"ne"
10614,"turėjo"
10615,"to"
10616,"rūpinimo"
10617,","
10618,"ir"
10619,"sielojimo"
10620,"apie"
10621,"juos"
10622,"kaip"
10623,"buvo"
10624,"kalti"
10625,"."
10626,"ižgi"
10627,"nuodėmių"
10628,"dasileidimo"
10629,"."
10630,"davęs"
10631,"kaltas"
10632,"ižgi"
10633,"tų"
10634,"nuodėmių"
10635,"apleidimo"
10636,","
10637,"gali"
10638,"vėl"
10639,"priduoti"
10640,"jei"
10641,"reikia"
10642,","
10643,"ir"
10644,"tas"
10645,","
10646,"kurių"
10647,"dasileido"
10648,"."
10649,"ėmęs"
10650,"po"
10651,"akimis"
10652,"dešimtį"
10653,"Dievo"
10654,"prisakymų"
10655,","
10656,"ir"
10657,"septynias"
10658,"nuodėmes"
10659,"didžiausias"
10660,"tesiduodi"
10661,"kaltas"
10662,"jei"
10663,"jį"
10664,"kuriame"
10665,"siela"
10666,"liečia"
10667,"."
10668,"jei"
10669,"nori"
10670,"trumpiau"
10671,","
10672,"te"
10673,"išvartoja"
10674,"ką"
10675,"nusidėjo"
10676,"dūmojimu"
10677,","
10678,"kalba"
10679,","
10680,"ir"
10681,"darbu"
10682,","
10683,"ir"
10684,"iš"
10685,"to"
10686,"duosis"
10687,"kaltu"
10688,"ant"
10689,"galo"
10690,"vėl"
10691,"gali"
10692,"pridėti"
10693,"visus"
10694,"nusidėjimus"
10695,","
10696,"ir"
10697,"neatbojimus"
10698,","
10699,"kurie"
10700,"išeiti"
10701,","
10702,"iš"
10703,"kūno"
10704,","
10705,"arba"
10706,"urėdo"
10707,"kurį"
10708,"ant"
10709,"savęs"
10710,"nešioja"
10711,"-"
10712,"vartodamas"
10713,"jei"
10714,"ką"
10715,"padarė"
10716,"prieš"
10717,"tiesą"
10718,","
10719,"to"
10720,"marinančias"
10721,"."
10722,"priderėjimą"
10723,"urėdo"
10724,"savo"
10725,"-"
10726,"kaip"
10727,"yra"
10728,","
10729,"jei"
10730,"zokaninkas"
10731,"iš"
10732,"trejopo"
10733,"apžado"
10734,","
10735,"ir"
10736,"iš"
10737,"to"
10738,"kas"
10739,"regulai"
10740,"pridera"
10741,"."
10742,"jei"
10743,"sūdžia"
10744,","
10745,"vaitas"
10746,","
10747,"daktaras"
10748,","
10749,"prekijas"
10750,","
10751,"prakurotaras"
10752,","
10753,"iš"
10754,"to"
10755,"kas"
10756,"pavadinimui"
10757,"jo"
10758,"užguli"
10759,"."
10760,"teipajeg"
10761,"vėl"
10762,"ir"
10763,"vyresniu"
10764,"padarytas"
10765,"ant"
10766,"kitų"
10767,"."
10768,"etc."
10769,"¶"
10770,"pabaigęs"
10771,"tad"
10772,"šitą"
10773,"tokį"
10774,"skundimą"
10775,"ant"
10776,"savęs"
10777,","
10778,"te"
10779,"gi"
10780,"užriš"
10781,"tuo"
10782,","
10783,"bylodamas"
10784,"-"
10785,"ižgi"
10786,"tų"
10787,","
10788,"ir"
10789,"kitų"
10790,"visų"
10791,"nuodėmių"
10792,","
10793,"ir"
10794,"pražengimų"
10795,"manų"
